seed,cohort,evaluator,method,client,score
4108,A,sample_frequency,leave_one_out,5,-0.00013897623440051188
4108,A,sample_frequency,leave_one_out,6,0.00128538442989945
4108,A,sample_frequency,leave_one_out,8,0.0006812174320853792
4108,A,sample_frequency,data_size,3,0.27301841473178545
4108,A,sample_frequency,data_size,5,0.24179343474779824
4108,A,sample_frequency,data_size,6,0.2602081665332266
4108,A,sample_frequency,data_size,8,0.22497998398718974
4108,A,equal_class,shapley,3,0.009742784101596123
4108,A,equal_class,shapley,5,0.0044338153254648675
4108,A,equal_class,shapley,6,0.010023508225680709
4108,A,equal_class,shapley,8,-0.00025105942204826443
4108,A,equal_class,leave_one_out,3,0.002213689363349758
4108,A,equal_class,leave_one_out,5,-0.0009715142946582489
4108,A,equal_class,leave_one_out,6,0.002478422293507254
4108,A,equal_class,leave_one_out,8,-0.0014962690924028577
4108,A,equal_class,data_size,3,0.27301841473178545
4108,A,equal_class,data_size,5,0.24179343474779824
4108,A,equal_class,data_size,6,0.2602081665332266
4108,A,equal_class,data_size,8,0.22497998398718974
4108,A,equal_subject,shapley,3,0.006901205970504198
4108,A,equal_subject,shapley,5,0.007112328672634134
4108,A,equal_subject,shapley,6,0.008998249761221655
4108,A,equal_subject,shapley,8,0.005056525451430352
4108,A,equal_subject,leave_one_out,3,-1.0931908095868081e-05
4108,A,equal_subject,leave_one_out,5,-2.946940285875055e-05
4108,A,equal_subject,leave_one_out,6,0.0013668247615984397
4108,A,equal_subject,leave_one_out,8,0.0005422252539737382
4108,A,equal_subject,data_size,3,0.27301841473178545
4108,A,equal_subject,data_size,5,0.24179343474779824
4108,A,equal_subject,data_size,6,0.2602081665332266
4108,A,equal_subject,data_size,8,0.22497998398718974
4108,B,sample_frequency,shapley,11,0.005863884407075581
4108,B,sample_frequency,shapley,14,0.006589332303032289
4108,B,sample_frequency,shapley,16,0.0035451452610072067
4108,B,sample_frequency,shapley,17,0.009437812207307513
4108,B,sample_frequency,leave_one_out,11,0.0013168976595777648
4108,B,sample_frequency,leave_one_out,14,0.000713793238101279
4108,B,sample_frequency,leave_one_out,16,-0.0019098781709860901
4108,B,sample_frequency,leave_one_out,17,0.001800626460761512
4108,B,sample_frequency,data_size,11,0.23015294974508377
4108,B,sample_frequency,data_size,14,0.23525127458120904
4108,B,sample_frequency,data_size,16,0.26656955571740715
4108,B,sample_frequency,data_size,17,0.26802621995630005
4108,B,equal_class,shapley,11,0.008264428409805985
4108,B,equal_class,shapley,14,0.005567956452291365
4108,B,equal_class,shapley,16,0.006420489198626506
4108,B,equal_class,shapley,17,0.006028475202562434
4108,B,equal_class,leave_one_out,11,0.0026093455860296544
4108,B,equal_class,leave_one_out,14,0.00015747977483193676
4108,B,equal_class,leave_one_out,16,-0.00041651000409981265
4108,B,equal_class,leave_one_out,17,-0.00027247850280798236
4108,B,equal_class,data_size,11,0.23015294974508377
4108,B,equal_class,data_size,14,0.23525127458120904
4108,B,equal_class,data_size,16,0.26656955571740715
4108,B,equal_class,data_size,17,0.26802621995630005
4108,B,equal_subject,shapley,11,0.006013862612405432
4108,B,equal_subject,shapley,14,0.006358576447468336
4108,B,equal_subject,shapley,16,0.0036943537144317655
4108,B,equal_subject,shapley,17,0.009464086921574215
4108,B,equal_subject,leave_one_out,11,0.0014005392874254508
4108,B,equal_subject,leave_one_out,14,0.0005853725840807567
4108,B,equal_subject,leave_one_out,16,-0.0018425209154944167
4108,B,equal_subject,leave_one_out,17,0.0018020123518336373
4108,B,equal_subject,data_size,11,0.23015294974508377
4108,B,equal_subject,data_size,14,0.23525127458120904
4108,B,equal_subject,data_size,16,0.26656955571740715
4108,B,equal_subject,data_size,17,0.26802621995630005
4108,C,sample_frequency,shapley,19,0.0006491820624041913
4108,C,sample_frequency,shapley,22,0.009985023687920917
4108,C,sample_frequency,shapley,23,0.008216294711138114
4108,C,sample_frequency,shapley,25,0.009165268607041003
4108,C,sample_frequency,leave_one_out,19,-0.001524962308258826
4108,C,sample_frequency,leave_one_out,22,0.0007766114484702991
4108,C,sample_frequency,leave_one_out,23,0.0012449615361194155
4108,C,sample_frequency,leave_one_out,25,0.00202298199265738
4108,C,sample_frequency,data_size,19,0.24623803009575923
4108,C,sample_frequency,data_size,22,0.21956224350205197
4108,C,sample_frequency,data_size,23,0.25444596443228457
4108,C,sample_frequency,data_size,25,0.27975376196990426
4108,C,equal_class,shapley,19,-0.0012537674873180544
4108,C,equal_class,shapley,22,0.008741658728739258
4108,C,equal_class,shapley,23,0.005659165186636893
4108,C,equal_class,shapley,25,0.011488812787455763
4108,C,equal_class,leave_one_out,19,-0.0023694347400374793
4108,C,equal_class,leave_one_out,22,0.0005825296819282899
4108,C,equal_class,leave_one_out,23,0.00035497446163634816
4108,C,equal_class,leave_one_out,25,0.004020568738045904
4108,C,equal_class,data_size,19,0.24623803009575923
4108,C,equal_class,data_size,22,0.21956224350205197
4108,C,equal_class,data_size,23,0.25444596443228457
4108,C,equal_class,data_size,25,0.27975376196990426
4108,C,equal_subject,shapley,19,-8.860765571451934e-05
4108,C,equal_subject,shapley,22,0.009862869447382756
4108,C,equal_subject,shapley,23,0.008342766731355738
4108,C,equal_subject,shapley,25,0.009425867569596642
4108,C,equal_subject,leave_one_out,19,-0.0018965035776890016
4108,C,equal_subject,leave_one_out,22,0.000775721109322447
4108,C,equal_subject,leave_one_out,23,0.0013868440246036506
4108,C,equal_subject,leave_one_out,25,0.002263910899023558
4108,C,equal_subject,data_size,19,0.24623803009575923
4108,C,equal_subject,data_size,22,0.21956224350205197
4108,C,equal_subject,data_size,23,0.25444596443228457
4108,C,equal_subject,data_size,25,0.27975376196990426
4108,D,sample_frequency,shapley,27,0.00767673321985544
4108,D,sample_frequency,shapley,28,0.00578653097480486
4108,D,sample_frequency,shapley,29,0.006555474718463924
4108,D,sample_frequency,shapley,30,0.008482177905274724
4108,D,sample_frequency,leave_one_out,27,0.00025591859988804977
4108,D,sample_frequency,leave_one_out,28,-0.00041024883713669524
4108,D,sample_frequency,leave_one_out,29,7.850095857819817e-05
4108,D,sample_frequency,leave_one_out,30,0.0007054063062666982
4108,D,sample_frequency,data_size,27,0.2531986531986532
4108,D,sample_frequency,data_size,28,0.2572390572390572
4108,D,sample_frequency,data_size,29,0.23164983164983166
4108,D,sample_frequency,data_size,30,0.2579124579124579
4108,D,equal_class,shapley,27,0.007680859495954881
4108,D,equal_class,shapley,28,0.0028960323317152124
4108,D,equal_class,shapley,29,0.008303878973235637
4108,D,equal_class,shapley,30,0.007430189932159095
4108,D,equal_class,leave_one_out,27,0.0005637428511618969
4108,D,equal_class,leave_one_out,28,-0.0017112940704429036
4108,D,equal_class,leave_one_out,29,0.0013033113778039285
4108,D,equal_class,leave_one_out,30,0.00043539361788147435
4108,D,equal_class,data_size,27,0.2531986531986532
4108,D,equal_class,data_size,28,0.2572390572390572
4108,D,equal_class,data_size,29,0.23164983164983166
4108,D,equal_class,data_size,30,0.2579124579124579
4108,D,equal_subject,shapley,27,0.0075268479687035286
4108,D,equal_subject,shapley,28,0.005761867951868856
4108,D,equal_subject,shapley,29,0.006754661972956636
4108,D,equal_subject,shapley,30,0.00833506921322428
4108,D,equal_subject,leave_one_out,27,0.00019058139650318662
4108,D,equal_subject,leave_one_out,28,-0.000404978621612595
4108,D,equal_subject,leave_one_out,29,0.00019947719059043578
4108,D,equal_subject,leave_one_out,30,0.0006411980795164585
4108,D,equal_subject,data_size,27,0.2531986531986532
4108,D,equal_subject,data_size,28,0.2572390572390572
4108,D,equal_subject,data_size,29,0.23164983164983166
4108,D,equal_subject,data_size,30,0.2579124579124579
4109,A,sample_frequency,shapley,3,0.006795167595814175
4109,A,sample_frequency,shapley,5,0.0025957519482927294
4109,A,sample_frequency,shapley,6,0.0076577125817662945
4109,A,sample_frequency,shapley,8,0.01158632709146974
4109,A,sample_frequency,leave_one_out,3,-0.0008182629516192419
4109,A,sample_frequency,leave_one_out,5,-0.0011338796274856788
4109,A,sample_frequency,leave_one_out,6,0.00017614750505989818
4109,A,sample_frequency,leave_one_out,8,0.004177663715613011
4109,A,sample_frequency,data_size,3,0.27301841473178545
4109,A,sample_frequency,data_size,5,0.24179343474779824
4109,A,sample_frequency,data_size,6,0.2602081665332266
4109,A,sample_frequency,data_size,8,0.22497998398718974
4109,A,equal_class,shapley,3,0.009130652294314655
4109,A,equal_class,shapley,5,-0.0013955373557169304
4109,A,equal_class,shapley,6,0.011201518207481265
4109,A,equal_class,shapley,8,0.008246271537660638
4109,A,equal_class,leave_one_out,3,0.0006154780523369707
4109,A,equal_class,leave_one_out,5,-0.002885819395980427
4109,A,equal_class,leave_one_out,6,0.0022955952117289513
4109,A,equal_class,leave_one_out,8,0.0028494707006361253
4109,A,equal_class,data_size,3,0.27301841473178545
4109,A,equal_class,data_size,5,0.24179343474779824
4109,A,equal_class,data_size,6,0.2602081665332266
4109,A,equal_class,data_size,8,0.22497998398718974
4109,A,equal_subject,shapley,3,0.006744252739728839
4109,A,equal_subject,shapley,5,0.002548176392319912
4109,A,equal_subject,shapley,6,0.007695814481206357
4109,A,equal_subject,shapley,8,0.011686719070595061
4109,A,equal_subject,leave_one_out,3,-0.0008590743743001061
4109,A,equal_subject,leave_one_out,5,-0.001156589669395247
4109,A,equal_subject,leave_one_out,6,0.0001915627145270271
4109,A,equal_subject,leave_one_out,8,0.004243354750570694
4109,A,equal_subject,data_size,3,0.27301841473178545
4109,A,equal_subject,data_size,5,0.24179343474779824
4109,A,equal_subject,data_size,6,0.2602081665332266
4109,A,equal_subject,data_size,8,0.22497998398718974
4109,B,sample_frequency,shapley,11,0.011888140159886882
4109,B,sample_frequency,shapley,14,-0.0033615771050228564
4109,B,sample_frequency,shapley,16,0.0017350024946529061
4109,B,sample_frequency,shapley,17,0.012783545837746685
4109,B,sample_frequency,leave_one_out,11,0.004871833595571307
4109,B,sample_frequency,leave_one_out,14,-0.0022457165381141175
4109,B,sample_frequency,leave_one_out,16,-0.0032115489424362487
4109,B,sample_frequency,leave_one_out,17,0.0035234989885031265
4109,B,sample_frequency,data_size,11,0.23015294974508377
4109,B,sample_frequency,data_size,14,0.23525127458120904
4109,B,sample_frequency,data_size,16,0.26656955571740715
4109,B,sample_frequency,data_size,17,0.26802621995630005
4109,B,equal_class,shapley,11,0.010758605885383115
4109,B,equal_class,shapley,14,-0.0008452602961915485
4109,B,equal_class,shapley,16,0.004193811879744916
4109,B,equal_class,shapley,17,0.010042547771723807
4109,B,equal_class,leave_one_out,11,0.004406505365900704
4109,B,equal_class,leave_one_out,14,-0.0007470576826015263
4109,B,equal_class,leave_one_out,16,-0.0020834080350004003
4109,B,equal_class,leave_one_out,17,0.0017361911094241345
4109,B,equal_class,data_size,11,0.23015294974508377
4109,B,equal_class,data_size,14,0.23525127458120904
4109,B,equal_class,data_size,16,0.26656955571740715
4109,B,equal_class,data_size,17,0.26802621995630005
4109,B,equal_subject,shapley,11,0.011989684725221317
4109,B,equal_subject,shapley,14,-0.003408925525775199
4109,B,equal_subject,shapley,16,0.0018963827927874124
4109,B,equal_subject,shapley,17,0.012898465854306382
4109,B,equal_subject,leave_one_out,11,0.004896957444092576
4109,B,equal_subject,leave_one_out,14,-0.002286787428241066
4109,B,equal_subject,leave_one_out,16,-0.0031756633991285588
4109,B,equal_subject,leave_one_out,17,0.0035361345766049546
4109,B,equal_subject,data_size,11,0.23015294974508377
4109,B,equal_subject,data_size,14,0.23525127458120904
4109,B,equal_subject,data_size,16,0.26656955571740715
4109,B,equal_subject,data_size,17,0.26802621995630005
4109,C,sample_frequency,shapley,19,0.005028599478992664
4109,C,sample_frequency,shapley,22,0.01058241619088087
4109,C,sample_frequency,shapley,23,0.008122621574066662
4109,C,sample_frequency,shapley,25,0.00624812041674037
4109,C,sample_frequency,leave_one_out,19,0.0008879214710288963
4109,C,sample_frequency,leave_one_out,22,0.0012774536738273667
4109,C,sample_frequency,leave_one_out,23,0.0008716111831370554
4109,C,sample_frequency,leave_one_out,25,-0.0007171303295007148
4109,C,sample_frequency,data_size,19,0.24623803009575923
4109,C,sample_frequency,data_size,22,0.21956224350205197
4109,C,sample_frequency,data_size,23,0.25444596443228457
4109,C,sample_frequency,data_size,25,0.27975376196990426
4109,C,equal_class,shapley,19,0.003948423797355789
4109,C,equal_class,shapley,22,0.007716277087792804
4109,C,equal_class,shapley,23,0.010665483030495582
4109,C,equal_class,shapley,25,0.006404896822498063
4109,C,equal_class,leave_one_out,19,0.00022241621765939357
4109,C,equal_class,leave_one_out,22,6.31736478922118e-05
4109,C,equal_class,leave_one_out,23,0.0025095077445878022
4109,C,equal_class,leave_one_out,25,-0.00038842189364185487
4109,C,equal_class,data_size,19,0.24623803009575923
4109,C,equal_class,data_size,22,0.21956224350205197
4109,C,equal_class,data_size,23,0.25444596443228457
4109,C,equal_class,data_size,25,0.27975376196990426
4109,C,equal_subject,shapley,19,0.004721039444565302
4109,C,equal_subject,shapley,22,0.010467299278829601
4109,C,equal_subject,shapley,23,0.008397158212233847
4109,C,equal_subject,shapley,25,0.0062018779040618754
4109,C,equal_subject,leave_one_out,19,0.0007004006316583267
4109,C,equal_subject,leave_one_out,22,0.0012525068719104748
4109,C,equal_subject,leave_one_out,23,0.0010574534890778198
4109,C,equal_subject,leave_one_out,25,-0.0006965827502054545
4109,C,equal_subject,data_size,19,0.24623803009575923
4109,C,equal_subject,data_size,22,0.21956224350205197
4109,C,equal_subject,data_size,23,0.25444596443228457
4109,C,equal_subject,data_size,25,0.27975376196990426
4109,D,sample_frequency,shapley,27,0.005989662069823663
4109,D,sample_frequency,shapley,28,0.0020284111532603843
4109,D,sample_frequency,shapley,29,0.008487771753705159
4109,D,sample_frequency,shapley,30,0.013254079510767949
4109,D,sample_frequency,leave_one_out,27,-0.0007746355327460375
4109,D,sample_frequency,leave_one_out,28,-0.002487644035846448
4109,D,sample_frequency,leave_one_out,29,0.0005652667115222387
4109,D,sample_frequency,leave_one_out,30,0.004520330104136772
4109,D,sample_frequency,data_size,27,0.2531986531986532
4109,D,sample_frequency,data_size,28,0.2572390572390572
4109,D,sample_frequency,data_size,29,0.23164983164983166
4109,D,sample_frequency,data_size,30,0.2579124579124579
4109,D,equal_class,shapley,27,0.009175643217803323
4109,D,equal_class,shapley,28,0.003245389691294509
4109,D,equal_class,shapley,29,0.009435176680836783
4109,D,equal_class,shapley,30,0.008464611252372412
4109,D,equal_class,leave_one_out,27,0.0008805942470244688
4109,D,equal_class,leave_one_out,28,-0.0018243647994566903
4109,D,equal_class,leave_one_out,29,0.0009911604261834128
4109,D,equal_class,leave_one_out,30,0.0019404937410198997
4109,D,equal_class,data_size,27,0.2531986531986532
4109,D,equal_class,data_size,28,0.2572390572390572
4109,D,equal_class,data_size,29,0.23164983164983166
4109,D,equal_class,data_size,30,0.2579124579124579
4109,D,equal_subject,shapley,27,0.0058522089315873795
4109,D,equal_subject,shapley,28,0.002021273147259722
4109,D,equal_subject,shapley,29,0.008554533390375254
4109,D,equal_subject,shapley,30,0.013317261009979754
4109,D,equal_subject,leave_one_out,27,-0.0008514653272585493
4109,D,equal_subject,leave_one_out,28,-0.00248988855668264
4109,D,equal_subject,leave_one_out,29,0.0006033377779625093
4109,D,equal_subject,leave_one_out,30,0.004576613492697668
4109,D,equal_subject,data_size,27,0.2531986531986532
4109,D,equal_subject,data_size,28,0.2572390572390572
4109,D,equal_subject,data_size,29,0.23164983164983166
4109,D,equal_subject,data_size,30,0.2579124579124579
4110,A,sample_frequency,shapley,3,0.007679550597914309
4110,A,sample_frequency,shapley,5,0.004617017932585787
4110,A,sample_frequency,shapley,6,0.013005415972675996
4110,A,sample_frequency,shapley,8,0.004087630570588714
4110,A,sample_frequency,leave_one_out,3,-0.0005497760555318587
4110,A,sample_frequency,leave_one_out,5,-0.0005726703839392666
4110,A,sample_frequency,leave_one_out,6,0.0018732260915077514
4110,A,sample_frequency,leave_one_out,8,0.0027581534764937743
4110,A,sample_frequency,data_size,3,0.27301841473178545
4110,A,sample_frequency,data_size,5,0.24179343474779824
4110,A,sample_frequency,data_size,6,0.2602081665332266
4110,A,sample_frequency,data_size,8,0.22497998398718974
4110,A,equal_class,shapley,3,0.0059672438466499
4110,A,equal_class,shapley,5,0.002247791931591239
4110,A,equal_class,shapley,6,0.014111325675783036
4110,A,equal_class,shapley,8,0.006398218505653854
4110,A,equal_class,leave_one_out,3,-0.00150476937248889
4110,A,equal_class,leave_one_out,5,-0.0015672402032159694
4110,A,equal_class,leave_one_out,6,0.002426677394362753
4110,A,equal_class,leave_one_out,8,0.004625514246683338
4110,A,equal_class,data_size,3,0.27301841473178545
4110,A,equal_class,data_size,5,0.24179343474779824
4110,A,equal_class,data_size,6,0.2602081665332266
4110,A,equal_class,data_size,8,0.22497998398718974
4110,A,equal_subject,shapley,3,0.007387417804959856
4110,A,equal_subject,shapley,5,0.004312300667221593
4110,A,equal_subject,shapley,6,0.0131628966802865
4110,A,equal_subject,shapley,8,0.004288645135474176
4110,A,equal_subject,leave_one_out,3,-0.0006902845236550492
4110,A,equal_subject,leave_one_out,5,-0.0006929216961532036
4110,A,equal_subject,leave_one_out,6,0.0019800846358072333
4110,A,equal_subject,leave_one_out,8,0.0029473449021852893
4110,A,equal_subject,data_size,3,0.27301841473178545
4110,A,equal_subject,data_size,5,0.24179343474779824
4110,A,equal_subject,data_size,6,0.2602081665332266
4110,A,equal_subject,data_size,8,0.22497998398718974
4110,B,sample_frequency,shapley,11,0.020194310555195143
4110,B,sample_frequency,shapley,14,-0.01397648497136948
4110,B,sample_frequency,shapley,16,-0.0037407257513814205
4110,B,sample_frequency,shapley,17,0.017676619124206393
4110,B,sample_frequency,leave_one_out,11,0.00926666265859788
4110,B,sample_frequency,leave_one_out,14,-0.006984071250275892
4110,B,sample_frequency,leave_one_out,16,-0.004774170236111042
4110,B,sample_frequency,leave_one_out,17,0.00771930729562742
4110,B,sample_frequency,data_size,11,0.23015294974508377
4110,B,sample_frequency,data_size,14,0.23525127458120904
4110,B,sample_frequency,data_size,16,0.26656955571740715
4110,B,sample_frequency,data_size,17,0.26802621995630005
4110,B,equal_class,shapley,11,0.021170952689260274
4110,B,equal_class,shapley,14,-0.014286732076772585
4110,B,equal_class,shapley,16,0.0009328878189254115
4110,B,equal_class,shapley,17,0.014441848369520605
4110,B,equal_class,leave_one_out,11,0.00962721501767283
4110,B,equal_class,leave_one_out,14,-0.007113155184962361
4110,B,equal_class,leave_one_out,16,-0.0024504980423367684
4110,B,equal_class,leave_one_out,17,0.005622635926791242
4110,B,equal_class,data_size,11,0.23015294974508377
4110,B,equal_class,data_size,14,0.23525127458120904
4110,B,equal_class,data_size,16,0.26656955571740715
4110,B,equal_class,data_size,17,0.26802621995630005
4110,B,equal_subject,shapley,11,0.020304379448371882
4110,B,equal_subject,shapley,14,-0.01397321428299651
4110,B,equal_subject,shapley,16,-0.003717348445631966
4110,B,equal_subject,shapley,17,0.017654787615327978
4110,B,equal_subject,leave_one_out,11,0.009349465513425415
4110,B,equal_subject,leave_one_out,14,-0.0069684620207177694
4110,B,equal_subject,leave_one_out,16,-0.004764041897128091
4110,B,equal_subject,leave_one_out,17,0.007694184858536901
4110,B,equal_subject,data_size,11,0.23015294974508377
4110,B,equal_subject,data_size,14,0.23525127458120904
4110,B,equal_subject,data_size,16,0.26656955571740715
4110,B,equal_subject,data_size,17,0.26802621995630005
4110,C,sample_frequency,shapley,19,0.007371345463153388
4110,C,sample_frequency,shapley,22,0.012132123977379864
4110,C,sample_frequency,shapley,23,-0.0035451867925814506
4110,C,sample_frequency,shapley,25,0.010345722480970812
4110,C,sample_frequency,leave_one_out,19,0.0010408411076506807
4110,C,sample_frequency,leave_one_out,22,0.002813226744493358
4110,C,sample_frequency,leave_one_out,23,-0.0033443195556124294
4110,C,sample_frequency,leave_one_out,25,0.003477674592150759
4110,C,sample_frequency,data_size,19,0.24623803009575923
4110,C,sample_frequency,data_size,22,0.21956224350205197
4110,C,sample_frequency,data_size,23,0.25444596443228457
4110,C,sample_frequency,data_size,25,0.27975376196990426
4110,C,equal_class,shapley,19,0.010334964896585872
4110,C,equal_class,shapley,22,0.009372601016505675
4110,C,equal_class,shapley,23,0.00041947827953683914
4110,C,equal_class,shapley,25,0.006864855185128646
4110,C,equal_class,leave_one_out,19,0.0024368168299125914
4110,C,equal_class,leave_one_out,22,0.00144696536861455
4110,C,equal_class,leave_one_out,23,-0.0010396819029038218
4110,C,equal_class,leave_one_out,25,0.001410620530647777
4110,C,equal_class,data_size,19,0.24623803009575923
4110,C,equal_class,data_size,22,0.21956224350205197
4110,C,equal_class,data_size,23,0.25444596443228457
4110,C,equal_class,data_size,25,0.27975376196990426
4110,C,equal_subject,shapley,19,0.007107547634062267
4110,C,equal_subject,shapley,22,0.011973066689902659
4110,C,equal_subject,shapley,23,-0.0033978701873836428
4110,C,equal_subject,shapley,25,0.010495543215131511
4110,C,equal_subject,leave_one_out,19,0.0008918612999888609
4110,C,equal_subject,leave_one_out,22,0.002752720765835881
4110,C,equal_subject,leave_one_out,23,-0.0032115853013648943
4110,C,equal_subject,leave_one_out,25,0.0036067031047244402
4110,C,equal_subject,data_size,19,0.24623803009575923
4110,C,equal_subject,data_size,22,0.21956224350205197
4110,C,equal_subject,data_size,23,0.25444596443228457
4110,C,equal_subject,data_size,25,0.27975376196990426
4110,D,sample_frequency,shapley,27,0.0066059840187891634
4110,D,sample_frequency,shapley,28,0.0054744299989693355
4110,D,sample_frequency,shapley,29,0.007890756526560665
4110,D,sample_frequency,shapley,30,0.009254500568330121
4110,D,sample_frequency,leave_one_out,27,-0.000262165574226203
4110,D,sample_frequency,leave_one_out,28,-0.0006309856965859284
4110,D,sample_frequency,leave_one_out,29,0.0003918838589290763
4110,D,sample_frequency,leave_one_out,30,0.0015913954318627077
4110,D,sample_frequency,data_size,27,0.2531986531986532
4110,D,sample_frequency,data_size,28,0.2572390572390572
4110,D,sample_frequency,data_size,29,0.23164983164983166
4110,D,sample_frequency,data_size,30,0.2579124579124579
4110,D,equal_class,shapley,27,0.008281648302144248
4110,D,equal_class,shapley,28,0.006491021070434088
4110,D,equal_class,shapley,29,0.0066271398174456335
4110,D,equal_class,shapley,30,0.00665762652023157
4110,D,equal_class,leave_one_out,27,0.0008222915787734486
4110,D,equal_class,leave_one_out,28,0.00010020347959283082
4110,D,equal_class,leave_one_out,29,-0.00010652549834144764
4110,D,equal_class,leave_one_out,30,0.0003611736097003382
4110,D,equal_class,data_size,27,0.2531986531986532
4110,D,equal_class,data_size,28,0.2572390572390572
4110,D,equal_class,data_size,29,0.23164983164983166
4110,D,equal_class,data_size,30,0.2579124579124579
4110,D,equal_subject,shapley,27,0.006631577631110969
4110,D,equal_subject,shapley,28,0.005332362024698066
4110,D,equal_subject,shapley,29,0.008072094509560711
4110,D,equal_subject,shapley,30,0.009076252218542646
4110,D,equal_subject,leave_one_out,27,-0.00023205078085442032
4110,D,equal_subject,leave_one_out,28,-0.0006842351599224417
4110,D,equal_subject,leave_one_out,29,0.0004987225449321064
4110,D,equal_subject,leave_one_out,30,0.0015207298317387874
4110,D,equal_subject,data_size,27,0.2531986531986532
4110,D,equal_subject,data_size,28,0.2572390572390572
4110,D,equal_subject,data_size,29,0.23164983164983166
4110,D,equal_subject,data_size,30,0.2579124579124579
