seed,cohort,evaluator,method,client,score
4104,C,sample_frequency,shapley,22,0.014082547428166595
4104,C,sample_frequency,shapley,23,0.006521408408666866
4104,C,sample_frequency,shapley,25,0.008593922560179972
4104,C,sample_frequency,leave_one_out,19,-0.0015526214768230018
4104,C,sample_frequency,leave_one_out,22,0.002893057786913178
4104,C,sample_frequency,leave_one_out,23,-0.00019765174380326211
4104,C,sample_frequency,leave_one_out,25,0.001448769719865961
4104,C,sample_frequency,data_size,19,0.24623803009575923
4104,C,sample_frequency,data_size,22,0.21956224350205197
4104,C,sample_frequency,data_size,23,0.25444596443228457
4104,C,sample_frequency,data_size,25,0.27975376196990426
4104,C,equal_class,shapley,19,-0.004230322749919441
4104,C,equal_class,shapley,22,0.013369293663157337
4104,C,equal_class,shapley,23,0.006500080935089681
4104,C,equal_class,shapley,25,0.012788232444228007
4104,C,equal_class,leave_one_out,19,-0.003900447455166711
4104,C,equal_class,leave_one_out,22,0.0026607013750953312
4104,C,equal_class,leave_one_out,23,-5.00891759001032e-05
4104,C,equal_class,leave_one_out,25,0.004132116426603716
4104,C,equal_class,data_size,19,0.24623803009575923
4104,C,equal_class,data_size,22,0.21956224350205197
4104,C,equal_class,data_size,23,0.25444596443228457
4104,C,equal_class,data_size,25,0.27975376196990426
4104,C,equal_subject,shapley,19,-0.0001240104632011701
4104,C,equal_subject,shapley,22,0.01407596217634464
4104,C,equal_subject,shapley,23,0.006757729526815525
4104,C,equal_subject,shapley,25,0.008730272095934336
4104,C,equal_subject,leave_one_out,19,-0.00178991416114338
4104,C,equal_subject,leave_one_out,22,0.002899431123052576
4104,C,equal_subject,leave_one_out,23,-7.048294686962109e-05
4104,C,equal_subject,leave_one_out,25,0.0015493705824355386
4104,C,equal_subject,data_size,19,0.24623803009575923
4104,C,equal_subject,data_size,22,0.21956224350205197
4104,C,equal_subject,data_size,23,0.25444596443228457
4104,C,equal_subject,data_size,25,0.27975376196990426
4104,D,sample_frequency,shapley,27,0.009925355652193027
4104,D,sample_frequency,shapley,28,0.0024180351177793455
4104,D,sample_frequency,shapley,29,0.007333596534757828
4104,D,sample_frequency,shapley,30,0.00922287118571587
4104,D,sample_frequency,leave_one_out,27,0.0017454951606593605
4104,D,sample_frequency,leave_one_out,28,-0.001950503064618414
4104,D,sample_frequency,leave_one_out,29,6.000084615831458e-05
4104,D,sample_frequency,leave_one_out,30,0.0013046009048230944
4104,D,sample_frequency,data_size,27,0.2531986531986532
4104,D,sample_frequency,data_size,28,0.2572390572390572
4104,D,sample_frequency,data_size,29,0.23164983164983166
4104,D,sample_frequency,data_size,30,0.2579124579124579
4104,D,equal_class,shapley,27,0.00958663608118706
4104,D,equal_class,shapley,28,0.0044102260078153575
4104,D,equal_class,shapley,29,0.008359766856958533
4104,D,equal_class,shapley,30,0.011166459152734138
4104,D,equal_class,leave_one_out,27,0.0009404989157187904
4104,D,equal_class,leave_one_out,28,-0.0014431018140792506
4104,D,equal_class,leave_one_out,29,1.7718803536626027e-06
4104,D,equal_class,leave_one_out,30,0.0017486948681784131
4104,D,equal_class,data_size,27,0.2531986531986532
4104,D,equal_class,data_size,28,0.2572390572390572
4104,D,equal_class,data_size,29,0.23164983164983166
4104,D,equal_class,data_size,30,0.2579124579124579
4104,D,equal_subject,shapley,27,0.009814832839325835
4104,D,equal_subject,shapley,28,0.002554875103178838
4104,D,equal_subject,shapley,29,0.007409405717581187
4104,D,equal_subject,shapley,30,0.0090785194055
4104,D,equal_subject,leave_one_out,27,0.0016935985831655342
4104,D,equal_subject,leave_one_out,28,-0.001866133007419224
4104,D,equal_subject,leave_one_out,29,0.00010757129115201991
4104,D,equal_subject,leave_one_out,30,0.001229443931821228
4104,D,equal_subject,data_size,27,0.2531986531986532
4104,D,equal_subject,data_size,28,0.2572390572390572
4104,D,equal_subject,data_size,29,0.23164983164983166
4104,D,equal_subject,data_size,30,0.2579124579124579
4105,A,sample_frequency,shapley,3,0.005328120424900237
4105,A,sample_frequency,shapley,5,0.006478251797175539
4105,A,sample_frequency,shapley,6,0.004007303956797307
4105,A,sample_frequency,shapley,8,0.0027408726554601914
4105,A,sample_frequency,leave_one_out,3,0.00021912450792993532
4105,A,sample_frequency,leave_one_out,5,0.0008874654155315298
4105,A,sample_frequency,leave_one_out,6,-0.000481445488908383
4105,A,sample_frequency,leave_one_out,8,7.082054285278971e-05
4105,A,sample_frequency,data_size,3,0.27301841473178545
4105,A,sample_frequency,data_size,5,0.24179343474779824
4105,A,sample_frequency,data_size,6,0.2602081665332266
4105,A,sample_frequency,data_size,8,0.22497998398718974
4105,A,equal_class,shapley,3,0.005483593999152325
4105,A,equal_class,shapley,5,0.006414439801830466
4105,A,equal_class,shapley,6,0.005083801432071175
4105,A,equal_class,shapley,8,0.004204876846165995
4105,A,equal_class,leave_one_out,3,-8.123727443520856e-05
4105,A,equal_class,leave_one_out,5,0.0004911821051019061
4105,A,equal_class,leave_one_out,6,-0.00025671943329008684
4105,A,equal_class,leave_one_out,8,0.0006140045106701741
4105,A,equal_class,data_size,3,0.27301841473178545
4105,A,equal_class,data_size,5,0.24179343474779824
4105,A,equal_class,data_size,6,0.2602081665332266
4105,A,equal_class,data_size,8,0.22497998398718974
4105,A,equal_subject,shapley,3,0.005297991949607636
4105,A,equal_subject,shapley,5,0.006571409030804481
4105,A,equal_subject,shapley,6,0.004063801912367697
4105,A,equal_subject,shapley,8,0.002610040397478105
4105,A,equal_subject,leave_one_out,3,0.00019891277511407957
4105,A,equal_subject,leave_one_out,5,0.000936360276617032
4105,A,equal_subject,leave_one_out,6,-0.0004498690647272152
4105,A,equal_subject,leave_one_out,8,2.2653107722092614e-05
4105,A,equal_subject,data_size,3,0.27301841473178545
4105,A,equal_subject,data_size,5,0.24179343474779824
4105,A,equal_subject,data_size,6,0.2602081665332266
4105,A,equal_subject,data_size,8,0.22497998398718974
4105,B,sample_frequency,shapley,11,0.007809619260556159
4105,B,sample_frequency,shapley,14,-0.0008161661437430242
4105,B,sample_frequency,shapley,16,0.001140705555546166
4105,B,sample_frequency,shapley,17,0.009066378768699793
4105,B,sample_frequency,leave_one_out,11,0.0020773501094999425
4105,B,sample_frequency,leave_one_out,14,-0.0023285645706032643
4105,B,sample_frequency,leave_one_out,16,-0.0018253610308254231
4105,B,sample_frequency,leave_one_out,17,0.002946931372123762
4105,B,sample_frequency,data_size,11,0.23015294974508377
4105,B,sample_frequency,data_size,14,0.23525127458120904
4105,B,sample_frequency,data_size,16,0.26656955571740715
4105,B,sample_frequency,data_size,17,0.26802621995630005
4105,B,equal_class,shapley,11,0.008342359729989257
4105,B,equal_class,shapley,14,0.001995633748755906
4105,B,equal_class,shapley,16,0.0028796302660620645
4105,B,equal_class,shapley,17,0.007037716139596638
4105,B,equal_class,leave_one_out,11,0.0019957358047548723
4105,B,equal_class,leave_one_out,14,-0.00122422782465903
4105,B,equal_class,leave_one_out,16,-0.0012414450263913412
4105,B,equal_class,leave_one_out,17,0.0013679742360790392
4105,B,equal_class,data_size,11,0.23015294974508377
4105,B,equal_class,data_size,14,0.23525127458120904
4105,B,equal_class,data_size,16,0.26656955571740715
4105,B,equal_class,data_size,17,0.26802621995630005
4105,B,equal_subject,shapley,11,0.008017582579012583
4105,B,equal_subject,shapley,14,-0.0009787796236881416
4105,B,equal_subject,shapley,16,0.0011074879451124506
4105,B,equal_subject,shapley,17,0.009105954466828103
4105,B,equal_subject,leave_one_out,11,0.002177817687407213
4105,B,equal_subject,leave_one_out,14,-0.002412360455299689
4105,B,equal_subject,leave_one_out,16,-0.001851879694165337
4105,B,equal_subject,leave_one_out,17,0.0029652402324606975
4105,B,equal_subject,data_size,11,0.23015294974508377
4105,B,equal_subject,data_size,14,0.23525127458120904
4105,B,equal_subject,data_size,16,0.26656955571740715
4105,B,equal_subject,data_size,17,0.26802621995630005
4105,C,sample_frequency,shapley,19,0.0021556156407033047
4105,C,sample_frequency,shapley,22,0.00801849710810637
4105,C,sample_frequency,shapley,23,0.007071995795692417
4105,C,sample_frequency,shapley,25,0.006275308725630924
4105,C,sample_frequency,leave_one_out,19,-0.000546881005117239
4105,C,sample_frequency,leave_one_out,22,0.0010448065741126555
4105,C,sample_frequency,leave_one_out,23,0.0005812583876616539
4105,C,sample_frequency,leave_one_out,25,0.00020365669203936676
4105,C,sample_frequency,data_size,19,0.24623803009575923
4105,C,sample_frequency,data_size,22,0.21956224350205197
4105,C,sample_frequency,data_size,23,0.25444596443228457
4105,C,sample_frequency,data_size,25,0.27975376196990426
4105,C,equal_class,shapley,19,0.00100509177808078
4105,C,equal_class,shapley,22,0.005518705052958947
4105,C,equal_class,shapley,23,0.007476015780426615
4105,C,equal_class,shapley,25,0.008048370476861782
4105,C,equal_class,leave_one_out,19,-0.0011360083824567546
4105,C,equal_class,leave_one_out,22,1.0748262712079182e-05
4105,C,equal_class,leave_one_out,23,0.0009861423371853029
4105,C,equal_class,leave_one_out,25,0.001477071404724306
4105,C,equal_class,data_size,19,0.24623803009575923
4105,C,equal_class,data_size,22,0.21956224350205197
4105,C,equal_class,data_size,23,0.25444596443228457
4105,C,equal_class,data_size,25,0.27975376196990426
4105,C,equal_subject,shapley,19,0.0017625087623064364
4105,C,equal_subject,shapley,22,0.007945385926025079
4105,C,equal_subject,shapley,23,0.007211236865550807
4105,C,equal_subject,shapley,25,0.006424379047495414
4105,C,equal_subject,leave_one_out,19,-0.000758196776829756
4105,C,equal_subject,leave_one_out,22,0.001030615493086584
4105,C,equal_subject,leave_one_out,23,0.0006816881064586333
4105,C,equal_subject,leave_one_out,25,0.00032341095845001
4105,C,equal_subject,data_size,19,0.24623803009575923
4105,C,equal_subject,data_size,22,0.21956224350205197
4105,C,equal_subject,data_size,23,0.25444596443228457
4105,C,equal_subject,data_size,25,0.27975376196990426
4105,D,sample_frequency,shapley,27,0.004810197218557021
4105,D,sample_frequency,shapley,28,0.005942487728588297
4105,D,sample_frequency,shapley,29,0.005730740896677873
4105,D,sample_frequency,shapley,30,0.006318421779166232
4105,D,sample_frequency,leave_one_out,27,-0.0005007489016277678
4105,D,sample_frequency,leave_one_out,28,0.00032139320227231316
4105,D,sample_frequency,leave_one_out,29,0.00015278420065456544
4105,D,sample_frequency,leave_one_out,30,0.0003764054033414954
4105,D,sample_frequency,data_size,27,0.2531986531986532
4105,D,sample_frequency,data_size,28,0.2572390572390572
4105,D,sample_frequency,data_size,29,0.23164983164983166
4105,D,sample_frequency,data_size,30,0.2579124579124579
4105,D,equal_class,shapley,27,0.00540069298375027
4105,D,equal_class,shapley,28,0.005387188493000868
4105,D,equal_class,shapley,29,0.005426732041718063
4105,D,equal_class,shapley,30,0.007287509454142138
4105,D,equal_class,leave_one_out,27,-0.00027153882382524586
4105,D,equal_class,leave_one_out,28,-0.00010784351326176278
4105,D,equal_class,leave_one_out,29,-7.674161050807982e-05
4105,D,equal_class,leave_one_out,30,0.0008130166058231136
4105,D,equal_class,data_size,27,0.2531986531986532
4105,D,equal_class,data_size,28,0.2572390572390572
4105,D,equal_class,data_size,29,0.23164983164983166
4105,D,equal_class,data_size,30,0.2579124579124579
4105,D,equal_subject,shapley,27,0.004682822756944704
4105,D,equal_subject,shapley,28,0.006034428869333827
4105,D,equal_subject,shapley,29,0.0058138524420467035
4105,D,equal_subject,shapley,30,0.006239990968438876
4105,D,equal_subject,leave_one_out,27,-0.0005688675381254615
4105,D,equal_subject,leave_one_out,28,0.0003794647078672053
4105,D,equal_subject,leave_one_out,29,0.00020266913242750206
4105,D,equal_subject,leave_one_out,30,0.00033764096429966806
4105,D,equal_subject,data_size,27,0.2531986531986532
4105,D,equal_subject,data_size,28,0.2572390572390572
4105,D,equal_subject,data_size,29,0.23164983164983166
4105,D,equal_subject,data_size,30,0.2579124579124579
4106,A,sample_frequency,shapley,3,0.011227550685358042
4106,A,sample_frequency,shapley,5,0.012902345678047452
4106,A,sample_frequency,shapley,6,0.012022114327393175
4106,A,sample_frequency,shapley,8,-0.007985091365422265
4106,A,sample_frequency,leave_one_out,3,0.0016358985420618088
4106,A,sample_frequency,leave_one_out,5,0.0031333156856251376
4106,A,sample_frequency,leave_one_out,6,0.0018243526234250629
4106,A,sample_frequency,leave_one_out,8,-0.0037216060639454485
4106,A,sample_frequency,data_size,3,0.27301841473178545
4106,A,sample_frequency,data_size,5,0.24179343474779824
4106,A,sample_frequency,data_size,6,0.2602081665332266
4106,A,sample_frequency,data_size,8,0.22497998398718974
4106,A,equal_class,shapley,3,0.009795231902933946
4106,A,equal_class,shapley,5,0.010871604539000842
4106,A,equal_class,shapley,6,0.011952598307021445
4106,A,equal_class,shapley,8,-0.0005848239232366658
4106,A,equal_class,leave_one_out,3,0.00023032979791770547
4106,A,equal_class,leave_one_out,5,0.001623480226885743
4106,A,equal_class,leave_one_out,6,0.001239051503189481
4106,A,equal_class,leave_one_out,8,-0.00011204809695275486
4106,A,equal_class,data_size,3,0.27301841473178545
4106,A,equal_class,data_size,5,0.24179343474779824
4106,A,equal_class,data_size,6,0.2602081665332266
4106,A,equal_class,data_size,8,0.22497998398718974
4106,A,equal_subject,shapley,3,0.011373792845580637
4106,A,equal_subject,shapley,5,0.01331486926061918
4106,A,equal_subject,shapley,6,0.012168260209058961
4106,A,equal_subject,shapley,8,-0.008835058504612912
4106,A,equal_subject,leave_one_out,3,0.0017258236491403123
4106,A,equal_subject,leave_one_out,5,0.0033664949178319192
4106,A,equal_subject,leave_one_out,6,0.0019027489623480998
4106,A,equal_subject,leave_one_out,8,-0.00406472245638223
4106,A,equal_subject,data_size,3,0.27301841473178545
4106,A,equal_subject,data_size,5,0.24179343474779824
4106,A,equal_subject,data_size,6,0.2602081665332266
4106,A,equal_subject,data_size,8,0.22497998398718974
4106,B,sample_frequency,shapley,11,0.009323257346231453
4106,B,sample_frequency,shapley,14,0.003636334923781375
4106,B,sample_frequency,shapley,16,0.0034268857976194524
4106,B,sample_frequency,shapley,17,0.009712010472111334
4106,B,sample_frequency,leave_one_out,11,0.0027518984004006874
4106,B,sample_frequency,leave_one_out,14,-0.001565939244420278
4106,B,sample_frequency,leave_one_out,16,-0.0019324014341259854
4106,B,sample_frequency,leave_one_out,17,0.0019129379994183848
4106,B,sample_frequency,data_size,11,0.23015294974508377
4106,B,sample_frequency,data_size,14,0.23525127458120904
4106,B,sample_frequency,data_size,16,0.26656955571740715
4106,B,sample_frequency,data_size,17,0.26802621995630005
4106,B,equal_class,shapley,11,0.012454331446646687
4106,B,equal_class,shapley,14,0.004263665559382531
4106,B,equal_class,shapley,16,0.0021021325884730455
4106,B,equal_class,shapley,17,0.007237480784957711
4106,B,equal_class,leave_one_out,11,0.004491216935942788
4106,B,equal_class,leave_one_out,14,-0.0011905158117250236
4106,B,equal_class,leave_one_out,16,-0.002673204189981071
4106,B,equal_class,leave_one_out,17,0.0005347053196332885
4106,B,equal_class,data_size,11,0.23015294974508377
4106,B,equal_class,data_size,14,0.23525127458120904
4106,B,equal_class,data_size,16,0.26656955571740715
4106,B,equal_class,data_size,17,0.26802621995630005
4106,B,equal_subject,shapley,11,0.009200164288049113
4106,B,equal_subject,shapley,14,0.0035272103360104636
4106,B,equal_subject,shapley,16,0.003746548722264819
4106,B,equal_subject,shapley,17,0.009899056308559105
4106,B,equal_subject,leave_one_out,11,0.002679645384534135
4106,B,equal_subject,leave_one_out,14,-0.0016623140944577175
4106,B,equal_subject,leave_one_out,16,-0.001793328898957114
4106,B,equal_subject,leave_one_out,17,0.0019759521808242475
4106,B,equal_subject,data_size,11,0.23015294974508377
4106,B,equal_subject,data_size,14,0.23525127458120904
4106,B,equal_subject,data_size,16,0.26656955571740715
4106,B,equal_subject,data_size,17,0.26802621995630005
4106,C,sample_frequency,shapley,19,0.0027893247558924603
4106,C,sample_frequency,shapley,22,0.010140214951955181
4106,C,sample_frequency,shapley,23,0.00884228364961322
4106,C,sample_frequency,shapley,25,0.009169426289589833
4106,C,sample_frequency,leave_one_out,19,-0.00046647853789461013
4106,C,sample_frequency,leave_one_out,22,0.0013101759320837125
4106,C,sample_frequency,leave_one_out,23,0.0006956185053661468
4106,C,sample_frequency,leave_one_out,25,0.0009743337052273704
4106,C,sample_frequency,data_size,19,0.24623803009575923
4106,C,sample_frequency,data_size,22,0.21956224350205197
4106,C,sample_frequency,data_size,23,0.25444596443228457
4106,C,sample_frequency,data_size,25,0.27975376196990426
4106,C,equal_class,shapley,19,0.0011095043993847125
4106,C,equal_class,shapley,22,0.01052964130372691
4106,C,equal_class,shapley,23,0.009483255950012684
4106,C,equal_class,shapley,25,0.010837764944283547
4106,C,equal_class,leave_one_out,19,-0.0016042481561308053
4106,C,equal_class,leave_one_out,22,0.0014652130659731366
4106,C,equal_class,leave_one_out,23,0.0009190318601131064
4106,C,equal_class,leave_one_out,25,0.0018403784982697902
4106,C,equal_class,data_size,19,0.24623803009575923
4106,C,equal_class,data_size,22,0.21956224350205197
4106,C,equal_class,data_size,23,0.25444596443228457
4106,C,equal_class,data_size,25,0.27975376196990426
4106,C,equal_subject,shapley,19,0.002660072931171727
4106,C,equal_subject,shapley,22,0.009881293864609527
4106,C,equal_subject,shapley,23,0.009246477038236408
4106,C,equal_subject,shapley,25,0.009192556955753607
4106,C,equal_subject,leave_one_out,19,-0.0005496593255496229
4106,C,equal_subject,leave_one_out,22,0.0011906129499420492
4106,C,equal_subject,leave_one_out,23,0.0009074028890412311
4106,C,equal_subject,leave_one_out,25,0.0009923854716074043
4106,C,equal_subject,data_size,19,0.24623803009575923
4106,C,equal_subject,data_size,22,0.21956224350205197
4106,C,equal_subject,data_size,23,0.25444596443228457
4106,C,equal_subject,data_size,25,0.27975376196990426
4106,D,sample_frequency,shapley,27,0.010703173220732404
4106,D,sample_frequency,shapley,28,0.0003006734578462158
4106,D,sample_frequency,shapley,29,0.009903346126226934
4106,D,sample_frequency,shapley,30,0.0107032417376516
4106,D,sample_frequency,leave_one_out,27,0.0026019450333693017
4106,D,sample_frequency,leave_one_out,28,-0.0016986558921180395
4106,D,sample_frequency,leave_one_out,29,0.0007529170488954628
4106,D,sample_frequency,leave_one_out,30,0.0009119804523785024
4106,D,sample_frequency,data_size,27,0.2531986531986532
4106,D,sample_frequency,data_size,28,0.2572390572390572
4106,D,sample_frequency,data_size,29,0.23164983164983166
4106,D,sample_frequency,data_size,30,0.2579124579124579
4106,D,equal_class,shapley,27,0.00676883868271159
4106,D,equal_class,shapley,28,0.005141648312186312
4106,D,equal_class,shapley,29,0.008747808376353675
4106,D,equal_class,shapley,30,0.011675798435242189
4106,D,equal_class,leave_one_out,27,0.0004080123427844251
4106,D,equal_class,leave_one_out,28,0.001105685234756959
4106,D,equal_class,leave_one_out,29,5.066007554288543e-05
4106,D,equal_class,leave_one_out,30,0.0012683853381921795
4106,D,equal_class,data_size,27,0.2531986531986532
4106,D,equal_class,data_size,28,0.2572390572390572
4106,D,equal_class,data_size,29,0.23164983164983166
4106,D,equal_class,data_size,30,0.2579124579124579
4106,D,equal_subject,shapley,27,0.010882885205374587
4106,D,equal_subject,shapley,28,-3.3256413703987634e-05
4106,D,equal_subject,shapley,29,0.010068018633840093
4106,D,equal_subject,shapley,30,0.010614657983029211
4106,D,equal_subject,leave_one_out,27,0.0027299926567865285
4106,D,equal_subject,leave_one_out,28,-0.0018551898968739433
4106,D,equal_subject,leave_one_out,29,0.000845556265975822
4106,D,equal_subject,leave_one_out,30,0.0008686387700849174
4106,D,equal_subject,data_size,27,0.2531986531986532
4106,D,equal_subject,data_size,28,0.2572390572390572
4106,D,equal_subject,data_size,29,0.23164983164983166
4106,D,equal_subject,data_size,30,0.2579124579124579
4107,A,sample_frequency,shapley,3,0.01155994041902386
4107,A,sample_frequency,shapley,5,-0.003569225316540044
4107,A,sample_frequency,shapley,6,0.011042833063080697
4107,A,sample_frequency,shapley,8,0.009173758827542178
4107,A,sample_frequency,leave_one_out,3,0.0037183525512515248
4107,A,sample_frequency,leave_one_out,5,-0.003304260939051895
4107,A,sample_frequency,leave_one_out,6,0.0014736255595635406
4107,A,sample_frequency,leave_one_out,8,0.0006369807197180721
4107,A,sample_frequency,data_size,3,0.27301841473178545
4107,A,sample_frequency,data_size,5,0.24179343474779824
4107,A,sample_frequency,data_size,6,0.2602081665332266
4107,A,sample_frequency,data_size,8,0.22497998398718974
4107,A,equal_class,shapley,3,0.013772907524131295
4107,A,equal_class,shapley,5,-0.009308220539122409
4107,A,equal_class,shapley,6,0.009375010923608982
4107,A,equal_class,shapley,8,0.010216623418890253
4107,A,equal_class,leave_one_out,3,0.0057741865280144244
4107,A,equal_class,leave_one_out,5,-0.005384363421455318
4107,A,equal_class,leave_one_out,6,0.0009717823563692995
4107,A,equal_class,leave_one_out,8,0.0015920177097810129
4107,A,equal_class,data_size,3,0.27301841473178545
4107,A,equal_class,data_size,5,0.24179343474779824
4107,A,equal_class,data_size,6,0.2602081665332266
4107,A,equal_class,data_size,8,0.22497998398718974
4107,A,equal_subject,shapley,3,0.011474756225289347
4107,A,equal_subject,shapley,5,-0.0033666151183807946
4107,A,equal_subject,shapley,6,0.011190417025056307
4107,A,equal_subject,shapley,8,0.009028089300327436
4107,A,equal_subject,leave_one_out,3,0.003664543314179536
4107,A,equal_subject,leave_one_out,5,-0.0031901634300932624
4107,A,equal_subject,leave_one_out,6,0.0015325871827126525
4107,A,equal_subject,leave_one_out,8,0.0005454626250975814
4107,A,equal_subject,data_size,3,0.27301841473178545
4107,A,equal_subject,data_size,5,0.24179343474779824
4107,A,equal_subject,data_size,6,0.2602081665332266
4107,A,equal_subject,data_size,8,0.22497998398718974
4107,B,sample_frequency,shapley,11,0.013343884439210224
4107,B,sample_frequency,shapley,14,-0.005899862991054225
4107,B,sample_frequency,shapley,16,0.0031594262211236865
4107,B,sample_frequency,shapley,17,0.014222757569462664
4107,B,sample_frequency,leave_one_out,11,0.0036383624022827687
4107,B,sample_frequency,leave_one_out,14,-0.0037353567862801196
4107,B,sample_frequency,leave_one_out,16,-0.0021388379727999007
4107,B,sample_frequency,leave_one_out,17,0.005015073385373547
4107,B,sample_frequency,data_size,11,0.23015294974508377
4107,B,sample_frequency,data_size,14,0.23525127458120904
4107,B,sample_frequency,data_size,16,0.26656955571740715
4107,B,sample_frequency,data_size,17,0.26802621995630005
4107,B,equal_class,shapley,11,0.013051865319796215
4107,B,equal_class,shapley,14,-0.0026748116411378178
4107,B,equal_class,shapley,16,0.005734004606226593
4107,B,equal_class,shapley,17,0.010857733707906575
4107,B,equal_class,leave_one_out,11,0.0032290735519063807
4107,B,equal_class,leave_one_out,14,-0.0019270142392988632
4107,B,equal_class,leave_one_out,16,-0.0010168035321829194
4107,B,equal_class,leave_one_out,17,0.0027959243650388377
4107,B,equal_class,data_size,11,0.23015294974508377
4107,B,equal_class,data_size,14,0.23525127458120904
4107,B,equal_class,data_size,16,0.26656955571740715
4107,B,equal_class,data_size,17,0.26802621995630005
4107,B,equal_subject,shapley,11,0.013730630659127652
4107,B,equal_subject,shapley,14,-0.006381937552370367
4107,B,equal_subject,shapley,16,0.0031079093151372794
4107,B,equal_subject,shapley,17,0.014284219934148901
4107,B,equal_subject,leave_one_out,11,0.0038456994728885974
4107,B,equal_subject,leave_one_out,14,-0.003949409034731621
4107,B,equal_subject,leave_one_out,16,-0.0021595366367932467
4107,B,equal_subject,leave_one_out,17,0.005072047329737206
4107,B,equal_subject,data_size,11,0.23015294974508377
4107,B,equal_subject,data_size,14,0.23525127458120904
4107,B,equal_subject,data_size,16,0.26656955571740715
4107,B,equal_subject,data_size,17,0.26802621995630005
4107,C,sample_frequency,shapley,19,0.005849345883301882
4107,C,sample_frequency,shapley,22,0.009703285829394465
4107,C,sample_frequency,shapley,23,0.009822580022599723
4107,C,sample_frequency,shapley,25,0.005646751686124201
4107,C,sample_frequency,leave_one_out,19,0.00033090017873571576
4107,C,sample_frequency,leave_one_out,22,0.0006250458147170068
4107,C,sample_frequency,leave_one_out,23,0.0013085426642500675
4107,C,sample_frequency,leave_one_out,25,-0.00045254813748274447
4107,C,sample_frequency,data_size,19,0.24623803009575923
4107,C,sample_frequency,data_size,22,0.21956224350205197
4107,C,sample_frequency,data_size,23,0.25444596443228457
4107,C,sample_frequency,data_size,25,0.27975376196990426
4107,C,equal_class,shapley,19,0.003757423099750144
4107,C,equal_class,shapley,22,0.00800162145020286
4107,C,equal_class,shapley,23,0.010123008388133266
4107,C,equal_class,shapley,25,0.007779364422036018
4107,C,equal_class,leave_one_out,19,-0.0007433199961175418
4107,C,equal_class,leave_one_out,22,-6.931255115927293e-05
4107,C,equal_class,leave_one_out,23,0.0016400118123144347
4107,C,equal_class,leave_one_out,25,0.001125634077391191
4107,C,equal_class,data_size,19,0.24623803009575923
4107,C,equal_class,data_size,22,0.21956224350205197
4107,C,equal_class,data_size,23,0.25444596443228457
4107,C,equal_class,data_size,25,0.27975376196990426
4107,C,equal_subject,shapley,19,0.005496834336544937
4107,C,equal_subject,shapley,22,0.009631545067599214
4107,C,equal_subject,shapley,23,0.009952627193689494
4107,C,equal_subject,shapley,25,0.005741500159832092
4107,C,equal_subject,leave_one_out,19,0.0001470291750995667
4107,C,equal_subject,leave_one_out,22,0.0006148848845627386
4107,C,equal_subject,leave_one_out,23,0.0014060512400024816
4107,C,equal_subject,leave_one_out,25,-0.0003528770124481273
4107,C,equal_subject,data_size,19,0.24623803009575923
4107,C,equal_subject,data_size,22,0.21956224350205197
4107,C,equal_subject,data_size,23,0.25444596443228457
4107,C,equal_subject,data_size,25,0.27975376196990426
4107,D,sample_frequency,shapley,27,0.009462948485597441
4107,D,sample_frequency,shapley,28,0.005190928654977111
4107,D,sample_frequency,shapley,29,0.009459731389933113
4107,D,sample_frequency,shapley,30,0.008706070840495055
4107,D,sample_frequency,leave_one_out,27,0.000478208856305562
4107,D,sample_frequency,leave_one_out,28,-0.0014057413275135877
4107,D,sample_frequency,leave_one_out,29,0.0015392458963084943
4107,D,sample_frequency,leave_one_out,30,0.0005664896815753551
4107,D,sample_frequency,data_size,27,0.2531986531986532
4107,D,sample_frequency,data_size,28,0.2572390572390572
4107,D,sample_frequency,data_size,29,0.23164983164983166
4107,D,sample_frequency,data_size,30,0.2579124579124579
4107,D,equal_class,shapley,27,0.009685570000857957
4107,D,equal_class,shapley,28,0.0048638060453867205
4107,D,equal_class,shapley,29,0.007384749358686586
4107,D,equal_class,shapley,30,0.011061183755708711
4107,D,equal_class,leave_one_out,27,0.0005094727496216533
4107,D,equal_class,leave_one_out,28,-0.0016742140855774412
4107,D,equal_class,leave_one_out,29,0.0005700903430805315
4107,D,equal_class,leave_one_out,30,0.0018936837085902214
4107,D,equal_class,data_size,27,0.2531986531986532
4107,D,equal_class,data_size,28,0.2572390572390572
4107,D,equal_class,data_size,29,0.23164983164983166
4107,D,equal_class,data_size,30,0.2579124579124579
4107,D,equal_subject,shapley,27,0.009362165812734191
4107,D,equal_subject,shapley,28,0.005140394618961486
4107,D,equal_subject,shapley,29,0.009761138237205905
4107,D,equal_subject,shapley,30,0.008511682844226728
4107,D,equal_subject,leave_one_out,27,0.0004319355975511696
4107,D,equal_subject,leave_one_out,28,-0.0014245542742418182
4107,D,equal_subject,leave_one_out,29,0.0017119347443042
4107,D,equal_subject,leave_one_out,30,0.0004683715494750995
4107,D,equal_subject,data_size,27,0.2531986531986532
4107,D,equal_subject,data_size,28,0.2572390572390572
4107,D,equal_subject,data_size,29,0.23164983164983166
4107,D,equal_subject,data_size,30,0.2579124579124579
4108,A,sample_frequency,shapley,3,0.006964749386097785
4108,A,sample_frequency,shapley,5,0.00692459357626408
4108,A,sample_frequency,shapley,6,0.008874173305010436
4108,A,sample_frequency,shapley,8,0.005374746065120978
4108,A,sample_frequency,leave_one_out,3,1.4884219486588357e-05
