seed,cohort,evaluator,method,client,share,uniform_fallback
4104,B,equal_class,data_size,17,0.26802621995630005,False
4104,B,equal_subject,shapley,11,0.34513772146432653,False
4104,B,equal_subject,shapley,14,0.14088398299917704,False
4104,B,equal_subject,shapley,16,0.2252867193037559,False
4104,B,equal_subject,shapley,17,0.28869157623274055,False
4104,B,equal_subject,leave_one_out,11,0.9460200980472719,False
4104,B,equal_subject,leave_one_out,14,0.0,False
4104,B,equal_subject,leave_one_out,16,0.0,False
4104,B,equal_subject,leave_one_out,17,0.05397990195272803,False
4104,B,equal_subject,data_size,11,0.23015294974508377,False
4104,B,equal_subject,data_size,14,0.23525127458120904,False
4104,B,equal_subject,data_size,16,0.26656955571740715,False
4104,B,equal_subject,data_size,17,0.26802621995630005,False
4104,C,sample_frequency,shapley,19,0.009050179763233067,False
4104,C,sample_frequency,shapley,22,0.47794903631918884,False
4104,C,sample_frequency,shapley,23,0.22133075569353663,False
4104,C,sample_frequency,shapley,25,0.2916700282240415,False
4104,C,sample_frequency,leave_one_out,19,0.0,False
4104,C,sample_frequency,leave_one_out,22,0.6663225985822985,False
4104,C,sample_frequency,leave_one_out,23,0.0,False
4104,C,sample_frequency,leave_one_out,25,0.3336774014177015,False
4104,C,sample_frequency,data_size,19,0.24623803009575923,False
4104,C,sample_frequency,data_size,22,0.21956224350205197,False
4104,C,sample_frequency,data_size,23,0.25444596443228457,False
4104,C,sample_frequency,data_size,25,0.27975376196990426,False
4104,C,equal_class,shapley,19,0.0,False
4104,C,equal_class,shapley,22,0.40937762665124283,False
4104,C,equal_class,shapley,23,0.19903726952913509,False
4104,C,equal_class,shapley,25,0.3915851038196222,False
4104,C,equal_class,leave_one_out,19,0.0,False
4104,C,equal_class,leave_one_out,22,0.3916933226782302,False
4104,C,equal_class,leave_one_out,23,0.0,False
4104,C,equal_class,leave_one_out,25,0.6083066773217698,False
4104,C,equal_class,data_size,19,0.24623803009575923,False
4104,C,equal_class,data_size,22,0.21956224350205197,False
4104,C,equal_class,data_size,23,0.25444596443228457,False
4104,C,equal_class,data_size,25,0.27975376196990426,False
4104,C,equal_subject,shapley,19,0.0,False
4104,C,equal_subject,shapley,22,0.47611890854689,False
4104,C,equal_subject,shapley,23,0.22857995540579387,False
4104,C,equal_subject,shapley,25,0.2953011360473162,False
4104,C,equal_subject,leave_one_out,19,0.0,False
4104,C,equal_subject,leave_one_out,22,0.6517330542010425,False
4104,C,equal_subject,leave_one_out,23,0.0,False
4104,C,equal_subject,leave_one_out,25,0.34826694579895745,False
4104,C,equal_subject,data_size,19,0.24623803009575923,False
4104,C,equal_subject,data_size,22,0.21956224350205197,False
4104,C,equal_subject,data_size,23,0.25444596443228457,False
4104,C,equal_subject,data_size,25,0.27975376196990426,False
4104,D,sample_frequency,shapley,27,0.34343959350092407,False
4104,D,sample_frequency,shapley,28,0.08366944490675335,False
4104,D,sample_frequency,shapley,29,0.253758908099229,False
4104,D,sample_frequency,shapley,30,0.3191320534930936,False
4104,D,sample_frequency,leave_one_out,27,0.5612349744235151,False
4104,D,sample_frequency,leave_one_out,28,0.0,False
4104,D,sample_frequency,leave_one_out,29,0.01929227540586843,False
4104,D,sample_frequency,leave_one_out,30,0.41947275017061647,False
4104,D,sample_frequency,data_size,27,0.2531986531986532,False
4104,D,sample_frequency,data_size,28,0.2572390572390572,False
4104,D,sample_frequency,data_size,29,0.23164983164983166,False
4104,D,sample_frequency,data_size,30,0.2579124579124579,False
4104,D,equal_class,shapley,27,0.2859711507771334,False
4104,D,equal_class,shapley,28,0.13155786826175567,False
4104,D,equal_class,shapley,29,0.24937341191081808,False
4104,D,equal_class,shapley,30,0.33309756905029286,False
4104,D,equal_class,leave_one_out,27,0.3495023842976512,False
4104,D,equal_class,leave_one_out,28,0.0,False
4104,D,equal_class,leave_one_out,29,0.0006584552070662982,False
4104,D,equal_class,leave_one_out,30,0.6498391604952826,False
4104,D,equal_class,data_size,27,0.2531986531986532,False
4104,D,equal_class,data_size,28,0.2572390572390572,False
4104,D,equal_class,data_size,29,0.23164983164983166,False
4104,D,equal_class,data_size,30,0.2579124579124579,False
4104,D,equal_subject,shapley,27,0.3401121920505151,False
4104,D,equal_subject,shapley,28,0.08853377189225028,False
4104,D,equal_subject,shapley,29,0.25675722262950473,False
4104,D,equal_subject,shapley,30,0.3145968134277297,False
4104,D,equal_subject,leave_one_out,27,0.5588302210380608,False
4104,D,equal_subject,leave_one_out,28,0.0,False
4104,D,equal_subject,leave_one_out,29,0.03549488586573602,False
4104,D,equal_subject,leave_one_out,30,0.40567489309620325,False
4104,D,equal_subject,data_size,27,0.2531986531986532,False
4104,D,equal_subject,data_size,28,0.2572390572390572,False
4104,D,equal_subject,data_size,29,0.23164983164983166,False
4104,D,equal_subject,data_size,30,0.2579124579124579,False
4105,A,sample_frequency,shapley,3,0.2871597942085825,False
4105,A,sample_frequency,shapley,5,0.3491462850979273,False
4105,A,sample_frequency,shapley,6,0.21597420624866961,False
4105,A,sample_frequency,shapley,8,0.14771971444482068,False
4105,A,sample_frequency,leave_one_out,3,0.18610715141328651,False
4105,A,sample_frequency,leave_one_out,5,0.7537434403056023,False
4105,A,sample_frequency,leave_one_out,6,0.0,False
4105,A,sample_frequency,leave_one_out,8,0.06014940828111126,False
4105,A,sample_frequency,data_size,3,0.27301841473178545,False
4105,A,sample_frequency,data_size,5,0.24179343474779824,False
4105,A,sample_frequency,data_size,6,0.2602081665332266,False
4105,A,sample_frequency,data_size,8,0.22497998398718974,False
4105,A,equal_class,shapley,3,0.2588223212100316,False
4105,A,equal_class,shapley,5,0.3027576802783752,False
4105,A,equal_class,shapley,6,0.23995235377071056,False
4105,A,equal_class,shapley,8,0.19846764474088266,False
4105,A,equal_class,leave_one_out,3,0.0,False
4105,A,equal_class,leave_one_out,5,0.4444336350913621,False
4105,A,equal_class,leave_one_out,6,0.0,False
4105,A,equal_class,leave_one_out,8,0.555566364908638,False
4105,A,equal_class,data_size,3,0.27301841473178545,False
4105,A,equal_class,data_size,5,0.24179343474779824,False
4105,A,equal_class,data_size,6,0.2602081665332266,False
4105,A,equal_class,data_size,8,0.22497998398718974,False
4105,A,equal_subject,shapley,3,0.2857101029565334,False
4105,A,equal_subject,shapley,5,0.35438293765238515,False
4105,A,equal_subject,shapley,6,0.21915270423608693,False
4105,A,equal_subject,shapley,8,0.14075425515499462,False
4105,A,equal_subject,leave_one_out,3,0.17178364396569998,False
4105,A,equal_subject,leave_one_out,5,0.808652839365163,False
4105,A,equal_subject,leave_one_out,6,0.0,False
4105,A,equal_subject,leave_one_out,8,0.019563516669137058,False
4105,A,equal_subject,data_size,3,0.27301841473178545,False
4105,A,equal_subject,data_size,5,0.24179343474779824,False
4105,A,equal_subject,data_size,6,0.2602081665332266,False
4105,A,equal_subject,data_size,8,0.22497998398718974,False
4105,B,sample_frequency,shapley,11,0.43346549072072854,False
4105,B,sample_frequency,shapley,14,0.0,False
4105,B,sample_frequency,shapley,16,0.0633137771389213,False
4105,B,sample_frequency,shapley,17,0.5032207321403501,False
4105,B,sample_frequency,leave_one_out,11,0.41346212729080656,False
4105,B,sample_frequency,leave_one_out,14,0.0,False
4105,B,sample_frequency,leave_one_out,16,0.0,False
4105,B,sample_frequency,leave_one_out,17,0.5865378727091934,False
4105,B,sample_frequency,data_size,11,0.23015294974508377,False
4105,B,sample_frequency,data_size,14,0.23525127458120904,False
4105,B,sample_frequency,data_size,16,0.26656955571740715,False
4105,B,sample_frequency,data_size,17,0.26802621995630005,False
4105,B,equal_class,shapley,11,0.4118597751308373,False
4105,B,equal_class,shapley,14,0.09852383421581075,False
4105,B,equal_class,shapley,16,0.1421664747417698,False
4105,B,equal_class,shapley,17,0.3474499159115821,False
4105,B,equal_class,leave_one_out,11,0.5933138649073632,False
4105,B,equal_class,leave_one_out,14,0.0,False
4105,B,equal_class,leave_one_out,16,0.0,False
4105,B,equal_class,leave_one_out,17,0.40668613509263685,False
4105,B,equal_class,data_size,11,0.23015294974508377,False
4105,B,equal_class,data_size,14,0.23525127458120904,False
4105,B,equal_class,data_size,16,0.26656955571740715,False
4105,B,equal_class,data_size,17,0.26802621995630005,False
4105,B,equal_subject,shapley,11,0.43977684101640935,False
4105,B,equal_subject,shapley,14,0.0,False
4105,B,equal_subject,shapley,16,0.06074743168099568,False
4105,B,equal_subject,shapley,17,0.499475727302595,False
4105,B,equal_subject,leave_one_out,11,0.42344801892939715,False
4105,B,equal_subject,leave_one_out,14,0.0,False
4105,B,equal_subject,leave_one_out,16,0.0,False
4105,B,equal_subject,leave_one_out,17,0.5765519810706028,False
4105,B,equal_subject,data_size,11,0.23015294974508377,False
4105,B,equal_subject,data_size,14,0.23525127458120904,False
4105,B,equal_subject,data_size,16,0.26656955571740715,False
4105,B,equal_subject,data_size,17,0.26802621995630005,False
4105,C,sample_frequency,shapley,19,0.09164480251963637,False
4105,C,sample_frequency,shapley,22,0.340901953994417,False
4105,C,sample_frequency,shapley,23,0.3006619760396957,False
4105,C,sample_frequency,shapley,25,0.266791267446251,False
4105,C,sample_frequency,leave_one_out,19,0.0,False
4105,C,sample_frequency,leave_one_out,22,0.5710194072059935,False
4105,C,sample_frequency,leave_one_out,23,0.3176758532917513,False
4105,C,sample_frequency,leave_one_out,25,0.11130473950225518,False
4105,C,sample_frequency,data_size,19,0.24623803009575923,False
4105,C,sample_frequency,data_size,22,0.21956224350205197,False
4105,C,sample_frequency,data_size,23,0.25444596443228457,False
4105,C,sample_frequency,data_size,25,0.27975376196990426,False
4105,C,equal_class,shapley,19,0.0455861498452839,False
4105,C,equal_class,shapley,22,0.25030203309044735,False
4105,C,equal_class,shapley,23,0.3390762744701749,False
4105,C,equal_class,shapley,25,0.36503554259409393,False
4105,C,equal_class,leave_one_out,19,0.0,False
4105,C,equal_class,leave_one_out,22,0.004344554480626625,False
4105,C,equal_class,leave_one_out,23,0.39860852161151167,False
4105,C,equal_class,leave_one_out,25,0.5970469239078617,False
4105,C,equal_class,data_size,19,0.24623803009575923,False
4105,C,equal_class,data_size,22,0.21956224350205197,False
4105,C,equal_class,data_size,23,0.25444596443228457,False
4105,C,equal_class,data_size,25,0.27975376196990426,False
4105,C,equal_subject,shapley,19,0.07550315770424064,False
4105,C,equal_subject,shapley,22,0.34036808180669026,False
4105,C,equal_subject,shapley,23,0.3089182680656952,False
4105,C,equal_subject,shapley,25,0.2752104924233738,False
4105,C,equal_subject,leave_one_out,19,0.0,False
4105,C,equal_subject,leave_one_out,22,0.5062671920475603,False
4105,C,equal_subject,leave_one_out,23,0.3348642882084412,False
4105,C,equal_subject,leave_one_out,25,0.15886851974399852,False
4105,C,equal_subject,data_size,19,0.24623803009575923,False
4105,C,equal_subject,data_size,22,0.21956224350205197,False
4105,C,equal_subject,data_size,23,0.25444596443228457,False
4105,C,equal_subject,data_size,25,0.27975376196990426,False
4105,D,sample_frequency,shapley,27,0.21095646712888536,False
4105,D,sample_frequency,shapley,28,0.26061430752641834,False
4105,D,sample_frequency,shapley,29,0.25132791830868956,False
4105,D,sample_frequency,shapley,30,0.2771013070360067,False
4105,D,sample_frequency,leave_one_out,27,0.0,False
4105,D,sample_frequency,leave_one_out,28,0.3778505748103588,False
4105,D,sample_frequency,leave_one_out,29,0.1796229591388652,False
4105,D,sample_frequency,leave_one_out,30,0.442526466050776,False
4105,D,sample_frequency,data_size,27,0.2531986531986532,False
4105,D,sample_frequency,data_size,28,0.2572390572390572,False
4105,D,sample_frequency,data_size,29,0.23164983164983166,False
4105,D,sample_frequency,data_size,30,0.2579124579124579,False
4105,D,equal_class,shapley,27,0.2297959631155055,False
4105,D,equal_class,shapley,28,0.22922135584427558,False
4105,D,equal_class,shapley,29,0.23090390804448654,False
4105,D,equal_class,shapley,30,0.3100787729957324,False
4105,D,equal_class,leave_one_out,27,0.0,False
4105,D,equal_class,leave_one_out,28,0.0,False
4105,D,equal_class,leave_one_out,29,0.0,False
4105,D,equal_class,leave_one_out,30,1.0,False
4105,D,equal_class,data_size,27,0.2531986531986532,False
4105,D,equal_class,data_size,28,0.2572390572390572,False
4105,D,equal_class,data_size,29,0.23164983164983166,False
4105,D,equal_class,data_size,30,0.2579124579124579,False
4105,D,equal_subject,shapley,27,0.20564767523846572,False
4105,D,equal_subject,shapley,28,0.2650038946124987,False
4105,D,equal_subject,shapley,29,0.2553172095000348,False
4105,D,equal_subject,shapley,30,0.274031220649001,False
4105,D,equal_subject,leave_one_out,27,0.0,False
4105,D,equal_subject,leave_one_out,28,0.4125626250814196,False
4105,D,equal_subject,leave_one_out,29,0.22034647113091993,False
4105,D,equal_subject,leave_one_out,30,0.36709090378766046,False
4105,D,equal_subject,data_size,27,0.2531986531986532,False
4105,D,equal_subject,data_size,28,0.2572390572390572,False
4105,D,equal_subject,data_size,29,0.23164983164983166,False
4105,D,equal_subject,data_size,30,0.2579124579124579,False
4106,A,sample_frequency,shapley,3,0.3105650410812601,False
4106,A,sample_frequency,shapley,5,0.35689150980836953,False
4106,A,sample_frequency,shapley,6,0.3325434491103705,False
4106,A,sample_frequency,shapley,8,0.0,False
4106,A,sample_frequency,leave_one_out,3,0.24810524849473747,False
4106,A,sample_frequency,leave_one_out,5,0.47520799536546776,False
4106,A,sample_frequency,leave_one_out,6,0.27668675613979477,False
4106,A,sample_frequency,leave_one_out,8,0.0,False
4106,A,sample_frequency,data_size,3,0.27301841473178545,False
4106,A,sample_frequency,data_size,5,0.24179343474779824,False
4106,A,sample_frequency,data_size,6,0.2602081665332266,False
4106,A,sample_frequency,data_size,8,0.22497998398718974,False
4106,A,equal_class,shapley,3,0.3002882170803826,False
4106,A,equal_class,shapley,5,0.3332861106475401,False
4106,A,equal_class,shapley,6,0.36642567227207723,False
4106,A,equal_class,shapley,8,0.0,False
4106,A,equal_class,leave_one_out,3,0.07447142260752128,False
4106,A,equal_class,leave_one_out,5,0.5249120312021465,False
4106,A,equal_class,leave_one_out,6,0.40061654619033227,False
4106,A,equal_class,leave_one_out,8,0.0,False
4106,A,equal_class,data_size,3,0.27301841473178545,False
4106,A,equal_class,data_size,5,0.24179343474779824,False
4106,A,equal_class,data_size,6,0.2602081665332266,False
4106,A,equal_class,data_size,8,0.22497998398718974,False
4106,A,equal_subject,shapley,3,0.3085931252830593,False
4106,A,equal_subject,shapley,5,0.3612583043893174,False
4106,A,equal_subject,shapley,6,0.3301485703276233,False
4106,A,equal_subject,shapley,8,0.0,False
4106,A,equal_subject,leave_one_out,3,0.2467200841030337,False
4106,A,equal_subject,leave_one_out,5,0.48126696471778324,False
4106,A,equal_subject,leave_one_out,6,0.27201295117918306,False
4106,A,equal_subject,leave_one_out,8,0.0,False
4106,A,equal_subject,data_size,3,0.27301841473178545,False
4106,A,equal_subject,data_size,5,0.24179343474779824,False
4106,A,equal_subject,data_size,6,0.2602081665332266,False
4106,A,equal_subject,data_size,8,0.22497998398718974,False
4106,B,sample_frequency,shapley,11,0.35723361266817033,False
4106,B,sample_frequency,shapley,14,0.13933124587823725,False
4106,B,sample_frequency,shapley,16,0.1313059103940399,False
4106,B,sample_frequency,shapley,17,0.37212923105955253,False
4106,B,sample_frequency,leave_one_out,11,0.58992388254118,False
4106,B,sample_frequency,leave_one_out,14,0.0,False
4106,B,sample_frequency,leave_one_out,16,0.0,False
4106,B,sample_frequency,leave_one_out,17,0.41007611745882,False
4106,B,sample_frequency,data_size,11,0.23015294974508377,False
4106,B,sample_frequency,data_size,14,0.23525127458120904,False
4106,B,sample_frequency,data_size,16,0.26656955571740715,False
4106,B,sample_frequency,data_size,17,0.26802621995630005,False
4106,B,equal_class,shapley,11,0.47795370585722896,False
4106,B,equal_class,shapley,14,0.1636245802010834,False
4106,B,equal_class,shapley,16,0.08067250058086911,False
4106,B,equal_class,shapley,17,0.27774921336081865,False
4106,B,equal_class,leave_one_out,11,0.8936105071979471,False
4106,B,equal_class,leave_one_out,14,0.0,False
4106,B,equal_class,leave_one_out,16,0.0,False
4106,B,equal_class,leave_one_out,17,0.10638949280205291,False
4106,B,equal_class,data_size,11,0.23015294974508377,False
4106,B,equal_class,data_size,14,0.23525127458120904,False
4106,B,equal_class,data_size,16,0.26656955571740715,False
4106,B,equal_class,data_size,17,0.26802621995630005,False
4106,B,equal_subject,shapley,11,0.34884811683936945,False
4106,B,equal_subject,shapley,14,0.1337433381501634,False
4106,B,equal_subject,shapley,16,0.14206012256832984,False
4106,B,equal_subject,shapley,17,0.37534842244213734,False
4106,B,equal_subject,leave_one_out,11,0.5755749604461052,False
4106,B,equal_subject,leave_one_out,14,0.0,False
4106,B,equal_subject,leave_one_out,16,0.0,False
4106,B,equal_subject,leave_one_out,17,0.4244250395538947,False
4106,B,equal_subject,data_size,11,0.23015294974508377,False
4106,B,equal_subject,data_size,14,0.23525127458120904,False
4106,B,equal_subject,data_size,16,0.26656955571740715,False
4106,B,equal_subject,data_size,17,0.26802621995630005,False
4106,C,sample_frequency,shapley,19,0.09014906597860495,False
4106,C,sample_frequency,shapley,22,0.3277248032198254,False
4106,C,sample_frequency,shapley,23,0.2857765523525344,False
4106,C,sample_frequency,shapley,25,0.2963495784490352,False
4106,C,sample_frequency,leave_one_out,19,0.0,False
4106,C,sample_frequency,leave_one_out,22,0.4396374482429813,False
4106,C,sample_frequency,leave_one_out,23,0.23341899142002348,False
4106,C,sample_frequency,leave_one_out,25,0.32694356033699523,False
4106,C,sample_frequency,data_size,19,0.24623803009575923,False
4106,C,sample_frequency,data_size,22,0.21956224350205197,False
4106,C,sample_frequency,data_size,23,0.25444596443228457,False
4106,C,sample_frequency,data_size,25,0.27975376196990426,False
4106,C,equal_class,shapley,19,0.034715225779664724,False
4106,C,equal_class,shapley,22,0.3294614022625565,False
4106,C,equal_class,shapley,23,0.2967211050389778,False
4106,C,equal_class,shapley,25,0.3391022669188011,False
4106,C,equal_class,leave_one_out,19,0.0,False
4106,C,equal_class,leave_one_out,22,0.34682690474275385,False
4106,C,equal_class,leave_one_out,23,0.21754172332015512,False
4106,C,equal_class,leave_one_out,25,0.435631371937091,False
4106,C,equal_class,data_size,19,0.24623803009575923,False
4106,C,equal_class,data_size,22,0.21956224350205197,False
4106,C,equal_class,data_size,23,0.25444596443228457,False
4106,C,equal_class,data_size,25,0.27975376196990426,False
4106,C,equal_subject,shapley,19,0.0858630896747468,False
4106,C,equal_subject,shapley,22,0.3189530675107345,False
4106,C,equal_subject,shapley,23,0.29846215034407486,False
4106,C,equal_subject,shapley,25,0.2967216924704439,False
4106,C,equal_subject,leave_one_out,19,0.0,False
4106,C,equal_subject,leave_one_out,22,0.38526159882920874,False
4106,C,equal_subject,leave_one_out,23,0.2936197593275659,False
4106,C,equal_subject,leave_one_out,25,0.32111864184322536,False
4106,C,equal_subject,data_size,19,0.24623803009575923,False
4106,C,equal_subject,data_size,22,0.21956224350205197,False
4106,C,equal_subject,data_size,23,0.25444596443228457,False
4106,C,equal_subject,data_size,25,0.27975376196990426,False
4106,D,sample_frequency,shapley,27,0.33859620646329847,False
4106,D,sample_frequency,shapley,28,0.009511841966056178,False
4106,D,sample_frequency,shapley,29,0.3132935775661477,False
4106,D,sample_frequency,shapley,30,0.33859837400449766,False
4106,D,sample_frequency,leave_one_out,27,0.6098057315787117,False
4106,D,sample_frequency,leave_one_out,28,0.0,False
4106,D,sample_frequency,leave_one_out,29,0.17645765991652915,False
4106,D,sample_frequency,leave_one_out,30,0.2137366085047592,False
4106,D,sample_frequency,data_size,27,0.2531986531986532,False
4106,D,sample_frequency,data_size,28,0.2572390572390572,False
4106,D,sample_frequency,data_size,29,0.23164983164983166,False
4106,D,sample_frequency,data_size,30,0.2579124579124579,False
4106,D,equal_class,shapley,27,0.20934060262273935,False
4106,D,equal_class,shapley,28,0.15901631086236587,False
4106,D,equal_class,shapley,29,0.27054441137907576,False
4106,D,equal_class,shapley,30,0.36109867513581895,False
4106,D,equal_class,leave_one_out,27,0.1440343667042567,False
4106,D,equal_class,leave_one_out,28,0.39032317374430475,False
4106,D,equal_class,leave_one_out,29,0.017883752849762673,False
4106,D,equal_class,leave_one_out,30,0.44775870670167583,False
4106,D,equal_class,data_size,27,0.2531986531986532,False
4106,D,equal_class,data_size,28,0.2572390572390572,False
4106,D,equal_class,data_size,29,0.23164983164983166,False
4106,D,equal_class,data_size,30,0.2579124579124579,False
4106,D,equal_subject,shapley,27,0.3447708381260473,False
4106,D,equal_subject,shapley,28,0.0,False
4106,D,equal_subject,shapley,29,0.3189557876567011,False
4106,D,equal_subject,shapley,30,0.3362733742172516,False
4106,D,equal_subject,leave_one_out,27,0.6142838344069798,False
4106,D,equal_subject,leave_one_out,28,0.0,False
4106,D,equal_subject,leave_one_out,29,0.1902611510618035,False
4106,D,equal_subject,leave_one_out,30,0.19545501453121675,False
4106,D,equal_subject,data_size,27,0.2531986531986532,False
4106,D,equal_subject,data_size,28,0.2572390572390572,False
4106,D,equal_subject,data_size,29,0.23164983164983166,False
4106,D,equal_subject,data_size,30,0.2579124579124579,False
4107,A,sample_frequency,shapley,3,0.36378860683657693,False
4107,A,sample_frequency,shapley,5,0.0,False
4107,A,sample_frequency,shapley,6,0.3475153599352409,False
4107,A,sample_frequency,shapley,8,0.28869603322818216,False
4107,A,sample_frequency,leave_one_out,3,0.6379102442402104,False
4107,A,sample_frequency,leave_one_out,5,0.0,False
4107,A,sample_frequency,leave_one_out,6,0.25281111128190237,False
4107,A,sample_frequency,leave_one_out,8,0.10927864447788724,False
4107,A,sample_frequency,data_size,3,0.27301841473178545,False
4107,A,sample_frequency,data_size,5,0.24179343474779824,False
4107,A,sample_frequency,data_size,6,0.2602081665332266,False
4107,A,sample_frequency,data_size,8,0.22497998398718974,False
4107,A,equal_class,shapley,3,0.41280073855610877,False
4107,A,equal_class,shapley,5,0.0,False
4107,A,equal_class,shapley,6,0.28098725170823874,False
4107,A,equal_class,shapley,8,0.3062120097356525,False
4107,A,equal_class,leave_one_out,3,0.6925156886262489,False
4107,A,equal_class,leave_one_out,5,0.0,False
4107,A,equal_class,leave_one_out,6,0.11654880292676321,False
4107,A,equal_class,leave_one_out,8,0.1909355084469879,False
4107,A,equal_class,data_size,3,0.27301841473178545,False
4107,A,equal_class,data_size,5,0.24179343474779824,False
4107,A,equal_class,data_size,6,0.2602081665332266,False
4107,A,equal_class,data_size,8,0.22497998398718974,False
4107,A,equal_subject,shapley,3,0.3620566423839394,False
4107,A,equal_subject,shapley,5,0.0,False
4107,A,equal_subject,shapley,6,0.3530850447209213,False
4107,A,equal_subject,shapley,8,0.2848583128951393,False
4107,A,equal_subject,leave_one_out,3,0.6381338946245588,False
4107,A,equal_subject,leave_one_out,5,0.0,False
4107,A,equal_subject,leave_one_out,6,0.2668806844148522,False
4107,A,equal_subject,leave_one_out,8,0.09498542096058901,False
4107,A,equal_subject,data_size,3,0.27301841473178545,False
4107,A,equal_subject,data_size,5,0.24179343474779824,False
4107,A,equal_subject,data_size,6,0.2602081665332266,False
4107,A,equal_subject,data_size,8,0.22497998398718974,False
4107,B,sample_frequency,shapley,11,0.4342854523205805,False
4107,B,sample_frequency,shapley,14,0.0,False
4107,B,sample_frequency,shapley,16,0.10282559413377323,False
4107,B,sample_frequency,shapley,17,0.4628889535456463,False
4107,B,sample_frequency,leave_one_out,11,0.4204529266251339,False
4107,B,sample_frequency,leave_one_out,14,0.0,False
4107,B,sample_frequency,leave_one_out,16,0.0,False
4107,B,sample_frequency,leave_one_out,17,0.5795470733748661,False
4107,B,sample_frequency,data_size,11,0.23015294974508377,False
4107,B,sample_frequency,data_size,14,0.23525127458120904,False
4107,B,sample_frequency,data_size,16,0.26656955571740715,False
4107,B,sample_frequency,data_size,17,0.26802621995630005,False
4107,B,equal_class,shapley,11,0.4402928024869875,False
4107,B,equal_class,shapley,14,0.0,False
4107,B,equal_class,shapley,16,0.19343142881803965,False
4107,B,equal_class,shapley,17,0.36627576869497286,False
4107,B,equal_class,leave_one_out,11,0.5359460030392141,False
4107,B,equal_class,leave_one_out,14,0.0,False
4107,B,equal_class,leave_one_out,16,0.0,False
4107,B,equal_class,leave_one_out,17,0.46405399696078586,False
4107,B,equal_class,data_size,11,0.23015294974508377,False
4107,B,equal_class,data_size,14,0.23525127458120904,False
4107,B,equal_class,data_size,16,0.26656955571740715,False
4107,B,equal_class,data_size,17,0.26802621995630005,False
4107,B,equal_subject,shapley,11,0.44117651196530505,False
4107,B,equal_subject,shapley,14,0.0,False
4107,B,equal_subject,shapley,16,0.09985969510040389,False
4107,B,equal_subject,shapley,17,0.458963792934291,False
4107,B,equal_subject,leave_one_out,11,0.43124115967906185,False
4107,B,equal_subject,leave_one_out,14,0.0,False
4107,B,equal_subject,leave_one_out,16,0.0,False
4107,B,equal_subject,leave_one_out,17,0.5687588403209382,False
4107,B,equal_subject,data_size,11,0.23015294974508377,False
4107,B,equal_subject,data_size,14,0.23525127458120904,False
4107,B,equal_subject,data_size,16,0.26656955571740715,False
4107,B,equal_subject,data_size,17,0.26802621995630005,False
4107,C,sample_frequency,shapley,19,0.18855498615097274,False
4107,C,sample_frequency,shapley,22,0.31278761107346514,False
4107,C,sample_frequency,shapley,23,0.3166330863447978,False
4107,C,sample_frequency,shapley,25,0.1820243164307644,False
4107,C,sample_frequency,leave_one_out,19,0.14612578323593697,False
4107,C,sample_frequency,leave_one_out,22,0.27602073103385927,False
4107,C,sample_frequency,leave_one_out,23,0.5778534857302038,False
4107,C,sample_frequency,leave_one_out,25,0.0,False
4107,C,sample_frequency,data_size,19,0.24623803009575923,False
4107,C,sample_frequency,data_size,22,0.21956224350205197,False
4107,C,sample_frequency,data_size,23,0.25444596443228457,False
4107,C,sample_frequency,data_size,25,0.27975376196990426,False
4107,C,equal_class,shapley,19,0.12667712584772628,False
4107,C,equal_class,shapley,22,0.269765310034054,False
4107,C,equal_class,shapley,23,0.34128538987968077,False
4107,C,equal_class,shapley,25,0.262272174238539,False
4107,C,equal_class,leave_one_out,19,0.0,False
4107,C,equal_class,leave_one_out,22,0.0,False
4107,C,equal_class,leave_one_out,23,0.5929941423155214,False
4107,C,equal_class,leave_one_out,25,0.40700585768447856,False
4107,C,equal_class,data_size,19,0.24623803009575923,False
4107,C,equal_class,data_size,22,0.21956224350205197,False
4107,C,equal_class,data_size,23,0.25444596443228457,False
4107,C,equal_class,data_size,25,0.27975376196990426,False
4107,C,equal_subject,shapley,19,0.17833832853902584,False
4107,C,equal_subject,shapley,22,0.3124841578695994,False
4107,C,equal_subject,shapley,23,0.322901290019645,False
4107,C,equal_subject,shapley,25,0.18627622357172968,False
4107,C,equal_subject,leave_one_out,19,0.06781897068292583,False
4107,C,equal_subject,leave_one_out,22,0.283623028771638,False
4107,C,equal_subject,leave_one_out,23,0.6485580005454362,False
4107,C,equal_subject,leave_one_out,25,0.0,False
4107,C,equal_subject,data_size,19,0.24623803009575923,False
4107,C,equal_subject,data_size,22,0.21956224350205197,False
4107,C,equal_subject,data_size,23,0.25444596443228457,False
4107,C,equal_subject,data_size,25,0.27975376196990426,False
4107,D,sample_frequency,shapley,27,0.28833153360901725,False
4107,D,sample_frequency,shapley,28,0.15816512392755028,False
4107,D,sample_frequency,shapley,29,0.2882335102362731,False
4107,D,sample_frequency,shapley,30,0.2652698322271594,False
4107,D,sample_frequency,leave_one_out,27,0.1850693265606453,False
4107,D,sample_frequency,leave_one_out,28,0.0,False
4107,D,sample_frequency,leave_one_out,29,0.5956962061343083,False
4107,D,sample_frequency,leave_one_out,30,0.21923446730504637,False
4107,D,sample_frequency,data_size,27,0.2531986531986532,False
4107,D,sample_frequency,data_size,28,0.2572390572390572,False
4107,D,sample_frequency,data_size,29,0.23164983164983166,False
4107,D,sample_frequency,data_size,30,0.2579124579124579,False
4107,D,equal_class,shapley,27,0.2935438475118715,False
